Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,TPE,FPE,LS_AVG_TPE,LS_AVG_FPE
GPN,Global Payments,reports,Information Technology,Data Processing & Outsourced Services,"Atlanta, Georgia",29.761284,12.336677,52.364035801694925,27.007512759677418
GPS,Gap,reports,Consumer Discretionary,Apparel Retail,"San Francisco, California",32.67324,24.890558,52.364035801694925,27.007512759677418
GRMN,Garmin,reports,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",9.759682,17.166668,52.364035801694925,27.007512759677418
GS,Goldman Sachs,reports,Financials,Investment Banking & Brokerage,"New York City, New York",47.41729,20.052464,52.364035801694925,27.007512759677418
GWW,W. W. Grainger,reports,Industrials,Industrial Machinery,"Lake Forest, Illinois",54.376373,16.901937,52.364035801694925,27.007512759677418
HAL,Halliburton,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",0,10.6002655,52.364035801694925,27.007512759677418
HAS,Hasbro,reports,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",73.55124,48.662518,52.364035801694925,27.007512759677418
HBAN,Huntington Bancshares,reports,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",8.747158,28.204685,52.364035801694925,27.007512759677418
HBI,Hanesbrands,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina",74.489944,53.24262,52.364035801694925,27.007512759677418
HCA,HCA Healthcare,reports,Health Care,Health Care Facilities,"Nashville, Tennessee",79.39262,67.7978,52.364035801694925,27.007512759677418
HD,Home Depot,reports,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",103.356384,161.55255,52.364035801694925,27.007512759677418
HES,Hess Corporation,reports,Energy,Integrated Oil & Gas,"New York City, New York",47.864716,37.26942,52.364035801694925,27.007512759677418
HIG,The Hartford,reports,Financials,Property & Casualty Insurance,"Hartford, Connecticut",90.22663,53.634724,52.364035801694925,27.007512759677418
HII,Huntington Ingalls Industries,reports,Industrials,Aerospace & Defense,"Newport News, Virginia",39.236717,20.203981,52.364035801694925,27.007512759677418
HLT,Hilton Worldwide,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",18.255867,16.04071,52.364035801694925,27.007512759677418
HOLX,Hologic,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts",22.240482,18.304426,52.364035801694925,27.007512759677418
HON,Honeywell,reports,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",74.01525,18.146418,52.364035801694925,27.007512759677418
HPE,Hewlett Packard Enterprise,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas",303.29785,23.241848,52.364035801694925,27.007512759677418
HPQ,HP,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",45.051834,25.070913,52.364035801694925,27.007512759677418
HRL,Hormel,reports,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",17.86675,12.039583,52.364035801694925,27.007512759677418
HSIC,Henry Schein,reports,Health Care,Health Care Distributors,"Melville, New York",13.764919,15.746038,52.364035801694925,27.007512759677418
HST,Host Hotels & Resorts,reports,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",47.25102,33.12775,52.364035801694925,27.007512759677418
HSY,The Hershey Company,reports,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",10.254146,17.268314,52.364035801694925,27.007512759677418
HUM,Humana,reports,Health Care,Managed Health Care,"Louisville, Kentucky",71.66937,25.5764,52.364035801694925,27.007512759677418
HWM,Howmet Aerospace,reports,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",14.975957,10.143546,52.364035801694925,27.007512759677418
IBM,IBM,reports,Information Technology,IT Consulting & Other Services,"Armonk, New York",14.481363,13.456647,52.364035801694925,27.007512759677418
ICE,Intercontinental Exchange,reports,Financials,Financial Exchanges & Data,"Atlanta, Georgia",29.034369,29.22999,52.364035801694925,27.007512759677418
IDXX,Idexx Laboratories,reports,Health Care,Health Care Equipment,"Westbrook, Maine",8.666351,8.721453,52.364035801694925,27.007512759677418
IEX,IDEX Corporation,reports,Industrials,Industrial Machinery,"Lake Forest, Illinois",43.183357,18.485508,52.364035801694925,27.007512759677418
IFF,International Flavors & Fragrances,reports,Materials,Specialty Chemicals,"New York City, New York",0,7.38875,52.364035801694925,27.007512759677418
ILMN,Illumina,reports,Health Care,Life Sciences Tools & Services,"San Diego, California",64.243034,25.404026,52.364035801694925,27.007512759677418
INCY,Incyte,reports,Health Care,Biotechnology,"Wilmington, Delaware",26.9085,19.362259,52.364035801694925,27.007512759677418
INFO,IHS Markit,reports,Industrials,Research & Consulting Services,"London, England",5.3710113,58.056488,52.364035801694925,27.007512759677418
INTC,Intel,reports,Information Technology,Semiconductors,"Santa Clara, California",14.986865,10.989492,52.364035801694925,27.007512759677418
INTU,Intuit,reports,Information Technology,Application Software,"Mountain View, California",25.601173,18.020641,52.364035801694925,27.007512759677418
IP,International Paper,reports,Materials,Paper Packaging,"Memphis, Tennessee",44.28378,38.236843,52.364035801694925,27.007512759677418
IPG,Interpublic Group,reports,Communication Services,Advertising,"New York City, New York",12.570404,7.9321485,52.364035801694925,27.007512759677418
IPGP,IPG Photonics,reports,Information Technology,Electronic Manufacturing Services,"Oxford, Massachusetts",0,11.210227,52.364035801694925,27.007512759677418
IQV,IQVIA,reports,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",21.495943,11.840782,52.364035801694925,27.007512759677418
IR,Ingersoll Rand,reports,Industrials,Industrial Machinery,"Milwaukee, Wisconsin",105.902466,64.76831,52.364035801694925,27.007512759677418
IRM,Iron Mountain,reports,Real Estate,Specialized REITs,"Boston, Massachusetts",15.829253,13.8769655,52.364035801694925,27.007512759677418
ISRG,Intuitive Surgical,reports,Health Care,Health Care Equipment,"Sunnyvale, California",82.690956,47.043636,52.364035801694925,27.007512759677418
IT,Gartner,reports,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",95.37256,60.40262,52.364035801694925,27.007512759677418
ITW,Illinois Tool Works,reports,Industrials,Industrial Machinery,"Glenview, Illinois",54.58998,35.078587,52.364035801694925,27.007512759677418
IVZ,Invesco,reports,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",52.560646,38.461536,52.364035801694925,27.007512759677418
J,Jacobs Engineering Group,reports,Industrials,Construction & Engineering,"Dallas, Texas",17.017443,14.362831,52.364035801694925,27.007512759677418
JBHT,J. B. Hunt,reports,Industrials,Trucking,"Lowell, Arkansas",18.140945,28.119934,52.364035801694925,27.007512759677418
JCI,Johnson Controls,reports,Industrials,Building Products,"Cork, Ireland",10.772382,17.791979,52.364035801694925,27.007512759677418
JKHY,Jack Henry & Associates,reports,Information Technology,Data Processing & Outsourced Services,"Monett, Missouri",80.785774,43.246033,52.364035801694925,27.007512759677418
JNJ,Johnson & Johnson,reports,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",21.514692,12.274567,52.364035801694925,27.007512759677418
JNPR,Juniper Networks,reports,Information Technology,Communications Equipment,"Sunnyvale, California",0,,52.364035801694925,27.007512759677418
JPM,JPMorgan Chase,reports,Financials,Diversified Banks,"New York City, New York",22.212557,13.16164,52.364035801694925,27.007512759677418
K,Kellogg's,reports,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",11.431055,11.003674,52.364035801694925,27.007512759677418
KEY,KeyCorp,reports,Financials,Regional Banks,"Cleveland, Ohio",71.88623,36.600613,34.929841825,24.91659297794117
KEYS,Keysight Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",0,,34.929841825,24.91659297794117
KHC,Kraft Heinz,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",0,,34.929841825,24.91659297794117
KIM,Kimco Realty,reports,Real Estate,Retail REITs,"New Hyde Park, New York",19.613398,11.25,34.929841825,24.91659297794117
KLAC,KLA Corporation,reports,Information Technology,Semiconductor Equipment,"Milpitas, California",13.5262375,14.347851,34.929841825,24.91659297794117
KMB,Kimberly-Clark,reports,Consumer Staples,Household Products,"Irving, Texas",37.855343,28.526068,34.929841825,24.91659297794117
KMI,Kinder Morgan,reports,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",18.625877,14.068181,34.929841825,24.91659297794117
KMX,CarMax,reports,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",42.754944,30.35849,68.48093710612245,30.882851198387105
KO,Coca-Cola Company,reports,Consumer Staples,Soft Drinks,"Atlanta, Georgia",15.816403,13.738563,27.775026000000004,19.6604199516129
KR,Kroger,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",40.833332,27.422018,34.929841825,24.91659297794117
KSU,Kansas City Southern,reports,Industrials,Railroads,"Kansas City, Missouri",0,,52.364035801694925,27.007512759677418
L,Loews Corporation,reports,Financials,Multi-line Insurance,"New York City, New York",0,,34.929841825,24.91659297794117
LDOS,Leidos,reports,Industrials,Diversified Support Services,"Reston, Virginia",40.447178,27.882181,34.929841825,24.91659297794117
LEG,Leggett & Platt,reports,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",28.826736,20.748547,34.929841825,24.91659297794117
LEN,Lennar,reports,Consumer Discretionary,Homebuilding,"Miami, Florida",27.497437,14.602762,34.929841825,24.91659297794117
LH,LabCorp,reports,Health Care,Health Care Services,"Burlington, North Carolina",45.589733,32.503407,34.929841825,24.91659297794117
LHX,L3Harris Technologies,reports,Industrials,Aerospace & Defense,"Melbourne, Florida",238.58983,37.740826,34.929841825,24.91659297794117
LIN,Linde,reports,Materials,Industrial Gases,"Guildford, England",56.285713,51.391304,34.929841825,24.91659297794117
LKQ,LKQ Corporation,reports,Consumer Discretionary,Distributors,"Chicago, Illinois",30.251604,15.510821,34.929841825,24.91659297794117
LLY,Eli Lilly & Co,reports,Health Care,Pharmaceuticals,"Indianapolis, Indiana",35.602493,22.647577,34.929841825,24.91659297794117
LMT,Lockheed Martin,reports,Industrials,Aerospace & Defense,"Bethesda, Maryland",11.928528,11.255815,34.929841825,24.91659297794117
LNC,Lincoln National,reports,Financials,Multi-line Insurance,"Radnor, Pennsylvania",21.79835,30.056911,34.929841825,24.91659297794117
LNT,Alliant Energy,reports,Utilities,Electric Utilities,"Madison, Wisconsin",0,,28.72323929411764,27.590495445454543
LOW,Lowe's,reports,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",26.870712,19.08364,34.929841825,24.91659297794117
LRCX,Lam Research,reports,Information Technology,Semiconductor Equipment,"Fremont, California",40.948673,18.614582,34.929841825,24.91659297794117
LUMN,Lumen Technologies,reports,Communication Services,Alternative Carriers,"Monroe, Louisiana",0,17.735485,34.929841825,24.91659297794117
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",26.245928,9.002793,26.421144119999997,18.5769194
LVS,Las Vegas Sands,reports,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",37.46142,18.720745,34.929841825,24.91659297794117
LW,Lamb Weston,reports,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",27.876995,19.293869,34.929841825,24.91659297794117
LYB,LyondellBasell,reports,Materials,Specialty Chemicals,"Rotterdam, Netherlands",32.85631,22.72837,34.929841825,24.91659297794117
LYV,Live Nation Entertainment,reports,Communication Services,Movies & Entertainment,"Beverly Hills, California",47.410667,27.772049,34.929841825,24.91659297794117
MA,Mastercard,reports,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",0,201.40385,34.929841825,24.91659297794117
MAA,Mid-America Apartments,reports,Real Estate,Residential REITs,"Memphis, Tennessee",20.68592,15.0049095,34.929841825,24.91659297794117
MAR,Marriott International,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",17.226013,15.270463,34.929841825,24.91659297794117
MAS,Masco,reports,Industrials,Building Products,"Livonia, Michigan",0,11.076593,34.929841825,24.91659297794117
MCD,McDonald's,reports,Consumer Discretionary,Restaurants,"Chicago, Illinois",0,24.955883,34.929841825,24.91659297794117
MCHP,Microchip Technology,reports,Information Technology,Semiconductors,"Chandler, Arizona",38.9094,34.86005,34.929841825,24.91659297794117
MCK,McKesson Corporation,reports,Health Care,Health Care Distributors,"Irving, Texas",29.80772,22.288628,34.929841825,24.91659297794117
MCO,Moody's Corporation,reports,Financials,Financial Exchanges & Data,"New York City, New York",19.33301,10.778841,34.929841825,24.91659297794117
MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",28.257753,17.564182,34.929841825,24.91659297794117
MDT,Medtronic,reports,Health Care,Health Care Equipment,"Dublin, Ireland",86.536736,32.70255,34.929841825,24.91659297794117
MET,MetLife,reports,Financials,Life & Health Insurance,"New York City, New York",40.888012,30.294031,34.929841825,24.91659297794117
MGM,MGM Resorts International,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",11.741895,13.391409,34.929841825,24.91659297794117
MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",30.594114,15.931357,34.929841825,24.91659297794117
MKC,McCormick & Company,reports,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",8.763105,6.234879,34.929841825,24.91659297794117
MKTX,MarketAxess,reports,Financials,Financial Exchanges & Data,"New York City, New York",0,21.751055,34.929841825,24.91659297794117
MLM,Martin Marietta Materials,reports,Materials,Construction Materials,"Raleigh, North Carolina",19.586815,17.178217,34.929841825,24.91659297794117
MMC,Marsh & McLennan,reports,Financials,Insurance Brokers,"New York City, New York",18.055658,16.660992,34.929841825,24.91659297794117
MMM,3M,reports,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota",11.679132,16.647058,28.72323929411764,27.590495445454543
MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,"Corona, California",15.166595,24.91579,34.929841825,24.91659297794117
MO,Altria Group,reports,Consumer Staples,Tobacco,"Richmond, Virginia",0,127.42308,28.72323929411764,27.590495445454543
MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",17.97091,16.09772,34.929841825,24.91659297794117
MPC,Marathon Petroleum,reports,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",24.556215,16.963364,34.929841825,24.91659297794117
MPWR,Monolithic Power Systems,reports,Information Technology,Semiconductors,"Kirkland, Washington",56.701756,35.7206,34.929841825,24.91659297794117
MRK,Merck & Co.,reports,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",0,42.973183,34.929841825,24.91659297794117
MRNA,Moderna,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",0,,34.929841825,24.91659297794117
MRO,Marathon Oil,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",46.474415,33.986393,34.929841825,24.91659297794117
MS,Morgan Stanley,reports,Financials,Investment Banking & Brokerage,"New York City, New York",23.10535,16.096062,34.929841825,24.91659297794117
MSCI,MSCI,reports,Financials,Financial Exchanges & Data,"New York City, New York",22.323784,13.612825,34.929841825,24.91659297794117
MSFT,Microsoft,reports,Information Technology,Systems Software,"Redmond, Washington",32.844456,23.601759,34.929841825,24.91659297794117
MSI,Motorola Solutions,reports,Information Technology,Communications Equipment,"Chicago, Illinois",26.592382,21.52283,34.929841825,24.91659297794117
MTB,M&T Bank,reports,Financials,Regional Banks,"Buffalo, New York",17.802723,14.44765,34.929841825,24.91659297794117
MTCH,Match Group,reports,Communication Services,Interactive Media & Services,"Dallas, Texas",17.804974,12.084673,34.929841825,24.91659297794117
MTD,Mettler Toledo,reports,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",22.95203,19.31677,34.929841825,24.91659297794117
MU,Micron Technology,reports,Information Technology,Semiconductors,"Boise, Idaho",0,,34.929841825,24.91659297794117
NCLH,Norwegian Cruise Line Holdings,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",219.04904,54.6,66.34380564788736,27.87122222222222
NDAQ,Nasdaq,reports,Financials,Financial Exchanges & Data,"New York City, New York",41.926865,21.60145,34.929841825,24.91659297794117
NEE,NextEra Energy,reports,Utilities,Multi-Utilities,"Juno Beach, Florida",47.82639,22.073719,34.929841825,24.91659297794117
NEM,Newmont,reports,Materials,Gold,"Denver, Colorado",22.794556,22.233528,34.929841825,24.91659297794117
NFLX,Netflix,reports,Communication Services,Movies & Entertainment,"Los Gatos, California",0,11.733962,34.929841825,24.91659297794117
NI,NiSource,reports,Utilities,Multi-Utilities,"Merrillville, Indiana",0,,34.929841825,24.91659297794117
NKE,Nike,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",32.506332,21.859762,34.929841825,24.91659297794117
NLOK,NortonLifeLock,reports,Information Technology,Application Software,"Tempe, Arizona",30.112911,16.744326,34.929841825,24.91659297794117
NLSN,Nielsen Holdings,reports,Industrials,Research & Consulting Services,"New York City, New York",14.012024,12.446595,34.929841825,24.91659297794117
NOC,Northrop Grumman,reports,Industrials,Aerospace & Defense,"West Falls Church, Virginia",0,35.17344,34.929841825,24.91659297794117
NOW,ServiceNow,reports,Information Technology,Systems Software,"Santa Clara, California",114.11629,17.237705,66.34380564788736,27.87122222222222
NRG,NRG Energy,reports,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",43.846867,21.008875,66.34380564788736,27.87122222222222
NSC,Norfolk Southern,reports,Industrials,Railroads,"Norfolk, Virginia",33.86755,29.906431,34.929841825,24.91659297794117
NTAP,NetApp,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Sunnyvale, California",42.02831,26.632633,34.929841825,24.91659297794117
NTRS,Northern Trust,reports,Financials,Asset Management & Custody Banks,"Chicago, Illinois",32.806366,23.693487,34.929841825,24.91659297794117
NUE,Nucor,reports,Materials,Steel,"Charlotte, North Carolina",832.3158,89.344635,66.34380564788736,27.87122222222222
NVDA,Nvidia,reports,Information Technology,Semiconductors,"Santa Clara, California",32.34237,15.433139,66.34380564788736,27.87122222222222
NVR,NVR,reports,Consumer Discretionary,Homebuilding,"Reston, Virginia",26.066408,16.898634,66.34380564788736,27.87122222222222
NWL,Newell Brands,reports,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia",30.586391,20.521053,34.929841825,24.91659297794117
NWS,News Corp (Class B),reports,Communication Services,Publishing,"New York City, New York",51.827213,30.49642,34.929841825,24.91659297794117
NWSA,News Corp (Class A),reports,Communication Services,Publishing,"New York City, New York",25.706982,22.043846,34.929841825,24.91659297794117
NXPI,NXP,reports,Information Technology,Semiconductors,"Eindhoven, Netherlands",22.14701,14.745622,66.34380564788736,27.87122222222222
O,Realty Income Corporation,reports,Real Estate,Retail REITs,"San Diego, California",73.8915,16.75346,66.34380564788736,27.87122222222222
ODFL,Old Dominion Freight Line,reports,Industrials,Trucking,"Thomasville, North Carolina",25.91844,15.355041,66.34380564788736,27.87122222222222
OGN,Organon & Co.,reports,Health Care,Pharmaceuticals,"Jersey City, New Jersey",0,0,66.34380564788736,27.87122222222222
OKE,Oneok,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",62.23278,65.68182,66.34380564788736,27.87122222222222
OMC,Omnicom Group,reports,Communication Services,Advertising,"New York City, New York",22.517612,16.020617,66.34380564788736,27.87122222222222
ORCL,Oracle,reports,Information Technology,Application Software,"Austin, Texas",0,10.139535,66.34380564788736,27.87122222222222
ORLY,O'Reilly Automotive,reports,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",20.965378,12.326895,66.34380564788736,27.87122222222222
OTIS,Otis Worldwide,reports,Industrials,Industrial Machinery,"Farmington, Connecticut",35.117424,33.110195,66.34380564788736,27.87122222222222
OXY,Occidental Petroleum,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",56.52394,39.4057,66.34380564788736,27.87122222222222
PAYC,Paycom,reports,Information Technology,Application Software,"Oklahoma City, Oklahoma",29.427351,16.932787,66.34380564788736,27.87122222222222
PAYX,Paychex,reports,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",57.045036,39.022976,66.34380564788736,27.87122222222222
PBCT,People's United Financial,reports,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",32.720425,27.867924,66.34380564788736,27.87122222222222
PCAR,Paccar,reports,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",42.465008,27.535326,66.34380564788736,27.87122222222222
PEAK,Healthpeak Properties,reports,Real Estate,Health Care REITs,"Long Beach, California",35.63848,32.022747,52.364035801694925,27.007512759677418
PEG,Public Service Enterprise Group,reports,Utilities,Electric Utilities,"Newark, New Jersey",26.164557,13.389473,66.34380564788736,27.87122222222222
PENN,Penn National Gaming,reports,Consumer Discretionary,Casinos & Gaming,"Wyomissing, Pennsylvania",49.343834,6.3228703,66.34380564788736,27.87122222222222
PEP,PepsiCo,reports,Consumer Staples,Soft Drinks,"Purchase, New York",36.041576,22.563013,66.34380564788736,27.87122222222222
PFE,Pfizer,reports,Health Care,Pharmaceuticals,"New York City, New York",24.592999,18.745235,66.34380564788736,27.87122222222222
PFG,Principal Financial Group,reports,Financials,Life & Health Insurance,"Des Moines, Iowa",18.02592,14.636627,66.34380564788736,27.87122222222222
PG,Procter & Gamble,reports,Consumer Staples,Personal Products,"Cincinnati, Ohio",46.90286,29.419355,66.34380564788736,27.87122222222222
PGR,Progressive Corporation,reports,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",63.777782,44.549255,66.34380564788736,27.87122222222222
PH,Parker-Hannifin,reports,Industrials,Industrial Machinery,"Cleveland, Ohio",35.68206,33.190166,66.34380564788736,27.87122222222222
PHM,PulteGroup,reports,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",100.10447,68.02502,66.34380564788736,27.87122222222222
PKG,Packaging Corporation of America,reports,Materials,Paper Packaging,"Lake Forest, Illinois",46.613758,39.59551,66.34380564788736,27.87122222222222
PKI,PerkinElmer,reports,Health Care,Health Care Equipment,"Waltham, Massachusetts",65.00192,43.21301,66.34380564788736,27.87122222222222
PLD,Prologis,reports,Real Estate,Industrial REITs,"San Francisco, California",30.914158,22.726707,66.34380564788736,27.87122222222222
PM,Philip Morris International,reports,Consumer Staples,Tobacco,"New York City, New York",37.33478,33.474026,66.34380564788736,27.87122222222222
PNC,PNC Financial Services,reports,Financials,Regional Banks,"Pittsburgh, Pennsylvania",33.08649,27.511644,66.34380564788736,27.87122222222222
PNR,Pentair,reports,Industrials,Industrial Machinery,"Worsley, England",46.49235,31.904963,66.34380564788736,27.87122222222222
PNW,Pinnacle West Capital,reports,Utilities,Multi-Utilities,"Phoenix, Arizona",38.011353,29.240974,66.34380564788736,27.87122222222222
POOL,Pool Corporation,reports,Consumer Discretionary,Distributors,"Covington, Louisiana",44.378662,15.931599,66.34380564788736,27.87122222222222
PPG,PPG Industries,reports,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",104.26951,58.253487,66.34380564788736,27.87122222222222
PPL,PPL,reports,Utilities,Electric Utilities,"Allentown, Pennsylvania",36.87557,25.895367,66.34380564788736,27.87122222222222
PRU,Prudential Financial,reports,Financials,Life & Health Insurance,"Newark, New Jersey",29.147358,24.54847,66.34380564788736,27.87122222222222
PSA,Public Storage,reports,Real Estate,Specialized REITs,"Glendale, California",23.909332,11.86141,66.34380564788736,27.87122222222222
PSX,Phillips 66,reports,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",21.98279,15.7858925,66.34380564788736,27.87122222222222
PTC,PTC,reports,Information Technology,Application Software,"Boston, Massachusetts",27.353172,24.598593,66.34380564788736,27.87122222222222
PVH,PVH,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",40.354343,23.769745,66.34380564788736,27.87122222222222
PWR,Quanta Services,reports,Industrials,Construction & Engineering,"Houston, Texas",126.30199,60.18977,66.34380564788736,27.87122222222222
PXD,Pioneer Natural Resources,reports,Energy,Oil & Gas Exploration & Production,"Irving, Texas",46.60189,39.68202,66.34380564788736,27.87122222222222
PYPL,PayPal,reports,Information Technology,Data Processing & Outsourced Services,"San Jose, California",11.22652,8.873363,66.34380564788736,27.87122222222222
QCOM,Qualcomm,reports,Information Technology,Semiconductors,"San Diego, California",78.11711,49.678974,66.34380564788736,27.87122222222222
QRVO,Qorvo,reports,Information Technology,Semiconductors,"Greensboro, North Carolina",39.198627,35.657322,66.34380564788736,27.87122222222222
RCL,Royal Caribbean Group,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",62.97182,30.846354,66.34380564788736,27.87122222222222
RE,Everest Re,reports,Financials,Reinsurance,"Hamilton, Bermuda",24.021242,19.32226,20.526891708196725,16.406940241935484
REG,Regency Centers,reports,Real Estate,Retail REITs,"Jacksonville, Florida",58.716953,43.892673,66.34380564788736,27.87122222222222
REGN,Regeneron Pharmaceuticals,reports,Health Care,Biotechnology,"Tarrytown, New York",51.910774,22.9769,66.34380564788736,27.87122222222222
RF,Regions Financial Corporation,reports,Financials,Regional Banks,"Birmingham, Alabama",126.26498,17.841015,66.34380564788736,27.87122222222222
RHI,Robert Half International,reports,Industrials,Human Resource & Employment Services,"Menlo Park, California",30.091278,7.6076922,66.34380564788736,27.87122222222222
RJF,Raymond James Financial,reports,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",19.883516,17.669922,66.34380564788736,27.87122222222222
RL,Ralph Lauren Corporation,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",485.36,16.486412,66.34380564788736,27.87122222222222
RMD,ResMed,reports,Health Care,Health Care Equipment,"San Diego, California",201.61646,91.443535,66.34380564788736,27.87122222222222
ROK,Rockwell Automation,reports,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",24.829302,6.586792,66.34380564788736,27.87122222222222
ROL,Rollins,reports,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",52.859005,33.033077,66.34380564788736,27.87122222222222
ROP,Roper Technologies,reports,Industrials,Industrial Conglomerates,"Sarasota, Florida",66.911766,48.91566,66.34380564788736,27.87122222222222
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Dublin, California",23.39168,17.065393,66.34380564788736,27.87122222222222
RSG,Republic Services,reports,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",85.23511,16.94081,66.34380564788736,27.87122222222222
RTX,Raytheon Technologies,reports,Industrials,Aerospace & Defense,"Waltham, Massachusetts",38.96709,34.20341,66.34380564788736,27.87122222222222
SBAC,SBA Communications,reports,Real Estate,Specialized REITs,"Boca Raton, Florida",10.073635,7.833799,66.34380564788736,27.87122222222222
SBUX,Starbucks,reports,Consumer Discretionary,Restaurants,"Seattle, Washington",8.687927,12.044289,26.421144119999997,18.5769194
SCHW,Charles Schwab Corporation,reports,Financials,Investment Banking & Brokerage,"Westlake, Texas",83.981895,13.954886,27.775026000000004,19.6604199516129
SEE,Sealed Air,reports,Materials,Paper Packaging,"Charlotte, North Carolina",0,,66.34380564788736,27.87122222222222
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",32.25,17.911764,66.34380564788736,27.87122222222222
SIVB,SVB Financial,reports,Financials,Regional Banks,"Santa Clara, California",27.267202,16.617682,26.421144119999997,18.5769194
SJM,JM Smucker,reports,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",280.6667,10.144579,52.364035801694925,27.007512759677418
SLB,Schlumberger,reports,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",40.460575,25.021671,66.34380564788736,27.87122222222222
SNA,Snap-on,reports,Industrials,Industrial Machinery,"Kenosha, Wisconsin",14.156485,14.3214655,26.421144119999997,18.5769194
SNPS,Synopsys,reports,Information Technology,Application Software,"Mountain View, California",39.226738,22.225248,26.421144119999997,18.5769194
SO,Southern Company,reports,Utilities,Electric Utilities,"Atlanta, Georgia",30.051992,26.615501,26.421144119999997,18.5769194
