Symbol
MRO
MRVL
MS
MSCI
MSFT
MSI
MT
MTB
MTD
MTH
MU
MXIM
NAPCO
NAVI
NCLH
NDAQ
NEE
NEM
NFLX
NI
NICE
NIO
NKE
NLOK
NLSN
NLY
NOC
NOK
NOV
NOW
NPTN
NRG
NSC
NSRGY
NTAP
NTES
NTGR
NTLA
NTNX
NTR
NTRS
NUE
NVDA
NVO
NVR
NVS
NWL
NWS
NWSA
NXE
NXPI
O
ODFL
OGN
OKE
OKTA
OLN
OMC
ONON
OPEN
ORAN
ORCL
ORLY
OSK
OTIS
OVV
OXY
PACW
PANW
PAR
PATH
PAYC
PAYS
PAYX
PBCT
PBPB
PCAR
PCRFY
PEAK
PEG
PEGA
PENN
PEP
PFE
PFG
PFGC
PG
PGR
PH
PHM
PINS
PIXY
PKG
PKI
PLAY
PLD
PLUG
PM
PNC
PNR
PNW
POOL
PPG
PPL
PRGO
PRTS
PRU
PSA
PSX
PTC
PVH
PWR
PWSC
PXD
PYPL
PZZA
QCOM
QRVO
QS
QSR
R
RAD
RADA
RBA
RCL
RDFN
RE
REG
REGI
REGN
RF
RGEN
RH
RHHBY
RHI
RIDE
RJF
RKT
RL
RMD
RMTI
ROK
ROL
ROOT
ROP
ROST
RRD
RSG
RTX
RXT
RY
RYN
SAFE
SAVE
SBAC
SBNY
SBUX
SCHW
SEDG
SEE
SFIX
SHOP
SHW
SITE
SIVB
SJM
SKY
SLB
SLNO
SMTC
SNA
SNAP
SNDL
SNOW
SNPS
SO
SOFI
SOLO
SONM
SONY
SPCE
SPG
SPGI
SPLK
SPOT
SPR
SQ
SRE
SRGA
SRNE
STAA
STE
STLD
STM
STNE
STT
STX
STZ
SUM
SWK
SWKS
SYF
SYK
SYY
T
TAP
TDG
TDY
TEAM
TECH
TECK
TEL
TER
TFC
TFX
TGNA
TGT
TJX
TM
TMO
TMUS
TNL
TNXP
TPR
TPX
TRGP
TRMB
TROW
TRV
TRVN
TSCO
TSLA
TSM
TSN
TT
TTE
TTWO
TWLO
TWOU
TWTR
TXG
TXN
TXT
TYL
UA
UAA
UAL
UBER
UBS
UCTT
UDR
UHS
UL
ULTA
UMC
UNFI
UNH
UNM
UNP
UPS
UPST
UPWK
URBN
URI
USB
V
VAC
VALE
VC
VECO
VFC
VIAC
VIACA
VLO
VMC
VMW
VNO
VRAY
VRSK
VRSN
VRTX
VTR
VTRS
VVV
VYGR
VZ
W
WAB
WAT
WBA
WDAY
WDC
WEC
WELL
WFC
WH
WHR
WISH
WIX
WKHS
WLTW
WM
WMB
WMT
WPM
WRB
WRK
WST
WU
WY
WYNN
X
XEL
XLNX
XLRN
XOM
XPEV
XRAY
XYL
YELP
YUM
YY
Z
ZBH
ZBRA
ZG
ZION
ZM
ZNGA
ZTS
